gene_cell_id,gene_id,legend,label,origin,value,category,unit
2601,41,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 37.2","Transformed cell line",TPM
2602,41,"Renal, urinary, male reproductive system",NTERA-2,,108.8,"Cancer cell line",TPM
2603,41,"Renal, urinary, male reproductive system",PC-3,"Bone marrow",147.6,"Cancer cell line",TPM
2604,41,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",305.5,"Telomerase immortalized cell line",TPM
2605,41,"Renal, urinary, male reproductive system",RT4,"Urinary bladder",162.6,"Cancer cell line",TPM
2606,41,Sarcoma,"ASC diff","Adipose tissue",127.8,Uncategorised,TPM
2607,41,Sarcoma,"ASC TERT1","Adipose tissue",208.6,"Telomerase immortalized cell line",TPM
2608,41,Sarcoma,LHCN-M2,NA,787.3,"Telomerase immortalized cell line",TPM
2609,41,Sarcoma,RH-30,"Bone marrow ",260.8,"Cancer cell line",TPM
2610,41,Sarcoma,"U-2 OS",Bone,164.8,"Cancer cell line",TPM
2611,41,Sarcoma,U-2197,Subcutis,219.7,"Cancer cell line",TPM
2612,41,Fibroblast,BJ,Foreskin,214.4,"Finite cell line",TPM
2613,41,Fibroblast,"BJ hTERT+",Foreskin,246.6,"Telomerase immortalized cell line",TPM
2614,41,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,290.7,Uncategorised,TPM
2615,41,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,271.9,Uncategorised,TPM
2616,41,Fibroblast,fHDF/TERT166,Foreskin,244.6,"Telomerase immortalized cell line",TPM
2617,41,Fibroblast,"HBF TERT88",Brain,374.6,"Telomerase immortalized cell line",TPM
2618,41,Endothelial,hTEC/SVTERT24-B,Thyroid,229.9,"Transformed cell line",TPM
2619,41,Endothelial,"HUVEC TERT2","Umbilical vein",166.3,"Telomerase immortalized cell line",TPM
2620,41,Endothelial,TIME,Skin," 97.4","Telomerase immortalized cell line",TPM
2621,41,Miscellaneous,BEWO,Brain,156.4,"Cancer cell line",TPM
2622,41,Miscellaneous,HHSteC,Liver,348.1,Uncategorised,TPM
2623,41,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",380.6,Uncategorised,TPM
2624,41,Miscellaneous,hTCEpi,Cornea," 93.6","Telomerase immortalized cell line",TPM
2625,42,Brain,AF22,Skin," 523.2",Uncategorised,TPM
2626,42,Brain,SH-SY5Y,"Bone marrow"," 415.7","Cancer cell line",TPM
2627,42,Brain,"U-138 MG",Brain," 390.1","Cancer cell line",TPM
2628,42,Brain,"U-251 MG",Brain," 721.5","Cancer cell line",TPM
2629,42,Brain,"U-87 MG",Brain," 454.9","Cancer cell line",TPM
2630,42,Skin,A-431,Skin," 468.0","Cancer cell line",TPM
2631,42,Skin,HaCaT,Skin," 471.5","Spontaneously immortalized cell line",TPM
2632,42,Skin,SK-MEL-30,Subcutis," 549.0","Cancer cell line",TPM
2633,42,Skin,WM-115,Skin," 429.3","Cancer cell line",TPM
2634,42,Myeloid,HAP1,Leukemia,2162.4,"Cancer cell line",TPM
2635,42,Myeloid,HEL,"Peripheral blood",1032.6,"Cancer cell line",TPM
2636,42,Myeloid,HL-60,"Peripheral blood",1024.1,"Cancer cell line",TPM
2637,42,Myeloid,HMC-1,"Peripheral blood"," 305.2","Cancer cell line",TPM
2638,42,Myeloid,K-562,"Pleural effusion",1289.8,"Cancer cell line",TPM
2639,42,Myeloid,NB-4,"Bone marrow"," 821.0","Cancer cell line",TPM
2640,42,Myeloid,THP-1,"Peripheral blood"," 507.3","Cancer cell line",TPM
2641,42,Myeloid,U-937,"Pleural effusion"," 600.2","Cancer cell line",TPM
2642,42,Lymphoid,Daudi,"Orbital biopsy",1156.1,"Cancer cell line",TPM
2643,42,Lymphoid,HDLM-2,"Pleural effusion"," 372.0","Cancer cell line",TPM
2644,42,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 441.7","Cancer cell line",TPM
2645,42,Lymphoid,MOLT-4,"Peripheral blood"," 645.7","Cancer cell line",TPM
2646,42,Lymphoid,REH,"Peripheral blood"," 870.7","Cancer cell line",TPM
2647,42,Lymphoid,RPMI-8226,"Peripheral blood"," 814.8","Cancer cell line",TPM
2648,42,Lymphoid,U-266/70,"Peripheral blood"," 260.9","Cancer cell line",TPM
2649,42,Lymphoid,U-266/84,"Peripheral blood"," 564.5","Cancer cell line",TPM
2650,42,Lymphoid,U-698,Tonsil," 920.3","Cancer cell line",TPM
2651,42,Lung,A549,Lung," 583.9","Cancer cell line",TPM
2652,42,Lung,HBEC3-KT,"Central lung bronchiole"," 430.6","Telomerase immortalized cell line",TPM
2653,42,Lung,SCLC-21H,"Pleural effusion"," 813.6","Cancer cell line",TPM
2654,42,Abdominal,CACO-2,Colon,1802.2,"Cancer cell line",TPM
2655,42,Abdominal,CAPAN-2,Pancreas," 276.2","Cancer cell line",TPM
2656,42,Abdominal,"Hep G2",Liver,1734.8,"Cancer cell line",TPM
2657,42,"Breast, female reproductive system",AN3-CA,"Lymph node "," 444.0","Cancer cell line",TPM
2658,42,"Breast, female reproductive system",EFO-21,Ascites," 652.3","Cancer cell line",TPM
2659,42,"Breast, female reproductive system",HeLa,Cervix," 697.0","Cancer cell line",TPM
2660,42,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 765.2","Telomerase immortalized cell line",TPM
2661,42,"Breast, female reproductive system",MCF7,"Pleural effusion"," 522.8","Cancer cell line",TPM
2662,42,"Breast, female reproductive system",SiHa,Cervix," 580.1","Cancer cell line",TPM
2663,42,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 437.4","Cancer cell line",TPM
2664,42,"Breast, female reproductive system",T-47d,NA," 380.3","Cancer cell line",TPM
2665,42,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 770.5","Transformed cell line",TPM
2666,42,"Renal, urinary, male reproductive system",NTERA-2,,1050.3,"Cancer cell line",TPM
2667,42,"Renal, urinary, male reproductive system",PC-3,"Bone marrow",1236.8,"Cancer cell line",TPM
2668,42,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 511.9","Telomerase immortalized cell line",TPM
2669,42,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 438.9","Cancer cell line",TPM
2670,42,Sarcoma,"ASC diff","Adipose tissue"," 244.0",Uncategorised,TPM
2671,42,Sarcoma,"ASC TERT1","Adipose tissue"," 258.6","Telomerase immortalized cell line",TPM
2672,42,Sarcoma,LHCN-M2,NA," 398.1","Telomerase immortalized cell line",TPM
2673,42,Sarcoma,RH-30,"Bone marrow "," 633.3","Cancer cell line",TPM
2674,42,Sarcoma,"U-2 OS",Bone," 572.6","Cancer cell line",TPM
2675,42,Sarcoma,U-2197,Subcutis," 479.6","Cancer cell line",TPM
2676,42,Fibroblast,BJ,Foreskin," 460.5","Finite cell line",TPM
2677,42,Fibroblast,"BJ hTERT+",Foreskin," 232.3","Telomerase immortalized cell line",TPM
2678,42,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 597.6",Uncategorised,TPM
2679,42,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 454.6",Uncategorised,TPM
2680,42,Fibroblast,fHDF/TERT166,Foreskin," 222.6","Telomerase immortalized cell line",TPM
2681,42,Fibroblast,"HBF TERT88",Brain," 872.9","Telomerase immortalized cell line",TPM
2682,42,Endothelial,hTEC/SVTERT24-B,Thyroid," 570.4","Transformed cell line",TPM
2683,42,Endothelial,"HUVEC TERT2","Umbilical vein"," 426.6","Telomerase immortalized cell line",TPM
2684,42,Endothelial,TIME,Skin," 187.7","Telomerase immortalized cell line",TPM
2685,42,Miscellaneous,BEWO,Brain," 741.6","Cancer cell line",TPM
2686,42,Miscellaneous,HHSteC,Liver," 280.3",Uncategorised,TPM
2687,42,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 305.1",Uncategorised,TPM
2688,42,Miscellaneous,hTCEpi,Cornea," 493.1","Telomerase immortalized cell line",TPM
2689,43,Brain,AF22,Skin,125.4,Uncategorised,TPM
2690,43,Brain,SH-SY5Y,"Bone marrow"," 95.3","Cancer cell line",TPM
2691,43,Brain,"U-138 MG",Brain,116.7,"Cancer cell line",TPM
2692,43,Brain,"U-251 MG",Brain," 96.3","Cancer cell line",TPM
2693,43,Brain,"U-87 MG",Brain,110.5,"Cancer cell line",TPM
2694,43,Skin,A-431,Skin,100.4,"Cancer cell line",TPM
2695,43,Skin,HaCaT,Skin," 82.4","Spontaneously immortalized cell line",TPM
2696,43,Skin,SK-MEL-30,Subcutis," 90.5","Cancer cell line",TPM
2697,43,Skin,WM-115,Skin,112.2,"Cancer cell line",TPM
2698,43,Myeloid,HAP1,Leukemia,120.8,"Cancer cell line",TPM
2699,43,Myeloid,HEL,"Peripheral blood"," 89.5","Cancer cell line",TPM
2700,43,Myeloid,HL-60,"Peripheral blood"," 55.7","Cancer cell line",TPM
2701,43,Myeloid,HMC-1,"Peripheral blood"," 92.7","Cancer cell line",TPM
2702,43,Myeloid,K-562,"Pleural effusion",109.4,"Cancer cell line",TPM
2703,43,Myeloid,NB-4,"Bone marrow"," 25.0","Cancer cell line",TPM
2704,43,Myeloid,THP-1,"Peripheral blood"," 66.7","Cancer cell line",TPM
2705,43,Myeloid,U-937,"Pleural effusion",111.6,"Cancer cell line",TPM
2706,43,Lymphoid,Daudi,"Orbital biopsy"," 56.0","Cancer cell line",TPM
2707,43,Lymphoid,HDLM-2,"Pleural effusion"," 63.2","Cancer cell line",TPM
2708,43,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 57.6","Cancer cell line",TPM
2709,43,Lymphoid,MOLT-4,"Peripheral blood"," 58.9","Cancer cell line",TPM
2710,43,Lymphoid,REH,"Peripheral blood"," 86.9","Cancer cell line",TPM
2711,43,Lymphoid,RPMI-8226,"Peripheral blood"," 22.5","Cancer cell line",TPM
2712,43,Lymphoid,U-266/70,"Peripheral blood"," 18.4","Cancer cell line",TPM
2713,43,Lymphoid,U-266/84,"Peripheral blood"," 20.7","Cancer cell line",TPM
2714,43,Lymphoid,U-698,Tonsil," 63.3","Cancer cell line",TPM
2715,43,Lung,A549,Lung," 86.7","Cancer cell line",TPM
2716,43,Lung,HBEC3-KT,"Central lung bronchiole"," 71.1","Telomerase immortalized cell line",TPM
2717,43,Lung,SCLC-21H,"Pleural effusion",144.7,"Cancer cell line",TPM
2718,43,Abdominal,CACO-2,Colon," 87.6","Cancer cell line",TPM
2719,43,Abdominal,CAPAN-2,Pancreas,108.7,"Cancer cell line",TPM
2720,43,Abdominal,"Hep G2",Liver," 71.0","Cancer cell line",TPM
2721,43,"Breast, female reproductive system",AN3-CA,"Lymph node "," 83.1","Cancer cell line",TPM
2722,43,"Breast, female reproductive system",EFO-21,Ascites," 61.9","Cancer cell line",TPM
2723,43,"Breast, female reproductive system",HeLa,Cervix," 59.9","Cancer cell line",TPM
2724,43,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 72.1","Telomerase immortalized cell line",TPM
2725,43,"Breast, female reproductive system",MCF7,"Pleural effusion"," 52.8","Cancer cell line",TPM
2726,43,"Breast, female reproductive system",SiHa,Cervix,127.1,"Cancer cell line",TPM
2727,43,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 35.5","Cancer cell line",TPM
2728,43,"Breast, female reproductive system",T-47d,NA," 53.8","Cancer cell line",TPM
2729,43,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 58.6","Transformed cell line",TPM
2730,43,"Renal, urinary, male reproductive system",NTERA-2,," 20.6","Cancer cell line",TPM
2731,43,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 40.2","Cancer cell line",TPM
2732,43,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 68.6","Telomerase immortalized cell line",TPM
2733,43,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 63.2","Cancer cell line",TPM
2734,43,Sarcoma,"ASC diff","Adipose tissue"," 61.1",Uncategorised,TPM
2735,43,Sarcoma,"ASC TERT1","Adipose tissue"," 68.4","Telomerase immortalized cell line",TPM
2736,43,Sarcoma,LHCN-M2,NA,137.0,"Telomerase immortalized cell line",TPM
2737,43,Sarcoma,RH-30,"Bone marrow ",229.0,"Cancer cell line",TPM
2738,43,Sarcoma,"U-2 OS",Bone,116.0,"Cancer cell line",TPM
2739,43,Sarcoma,U-2197,Subcutis,129.1,"Cancer cell line",TPM
2740,43,Fibroblast,BJ,Foreskin,131.1,"Finite cell line",TPM
2741,43,Fibroblast,"BJ hTERT+",Foreskin," 59.3","Telomerase immortalized cell line",TPM
2742,43,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,109.2,Uncategorised,TPM
2743,43,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 96.9",Uncategorised,TPM
2744,43,Fibroblast,fHDF/TERT166,Foreskin,143.6,"Telomerase immortalized cell line",TPM
2745,43,Fibroblast,"HBF TERT88",Brain,151.1,"Telomerase immortalized cell line",TPM
2746,43,Endothelial,hTEC/SVTERT24-B,Thyroid,135.6,"Transformed cell line",TPM
2747,43,Endothelial,"HUVEC TERT2","Umbilical vein",126.9,"Telomerase immortalized cell line",TPM
2748,43,Endothelial,TIME,Skin,104.3,"Telomerase immortalized cell line",TPM
2749,43,Miscellaneous,BEWO,Brain," 52.3","Cancer cell line",TPM
2750,43,Miscellaneous,HHSteC,Liver," 85.9",Uncategorised,TPM
2751,43,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 57.9",Uncategorised,TPM
2752,43,Miscellaneous,hTCEpi,Cornea," 99.7","Telomerase immortalized cell line",TPM
2753,44,Brain,AF22,Skin," 92.6",Uncategorised,TPM
2754,44,Brain,SH-SY5Y,"Bone marrow"," 95.4","Cancer cell line",TPM
2755,44,Brain,"U-138 MG",Brain,190.8,"Cancer cell line",TPM
2756,44,Brain,"U-251 MG",Brain,116.1,"Cancer cell line",TPM
2757,44,Brain,"U-87 MG",Brain,316.4,"Cancer cell line",TPM
2758,44,Skin,A-431,Skin,236.0,"Cancer cell line",TPM
2759,44,Skin,HaCaT,Skin,298.9,"Spontaneously immortalized cell line",TPM
2760,44,Skin,SK-MEL-30,Subcutis,141.1,"Cancer cell line",TPM
2761,44,Skin,WM-115,Skin,226.2,"Cancer cell line",TPM
2762,44,Myeloid,HAP1,Leukemia," 95.7","Cancer cell line",TPM
2763,44,Myeloid,HEL,"Peripheral blood"," 94.2","Cancer cell line",TPM
2764,44,Myeloid,HL-60,"Peripheral blood",257.1,"Cancer cell line",TPM
2765,44,Myeloid,HMC-1,"Peripheral blood",207.4,"Cancer cell line",TPM
2766,44,Myeloid,K-562,"Pleural effusion"," 79.5","Cancer cell line",TPM
2767,44,Myeloid,NB-4,"Bone marrow"," 99.7","Cancer cell line",TPM
2768,44,Myeloid,THP-1,"Peripheral blood",153.1,"Cancer cell line",TPM
2769,44,Myeloid,U-937,"Pleural effusion",249.2,"Cancer cell line",TPM
2770,44,Lymphoid,Daudi,"Orbital biopsy"," 45.4","Cancer cell line",TPM
2771,44,Lymphoid,HDLM-2,"Pleural effusion",124.0,"Cancer cell line",TPM
2772,44,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 65.1","Cancer cell line",TPM
2773,44,Lymphoid,MOLT-4,"Peripheral blood"," 52.6","Cancer cell line",TPM
2774,44,Lymphoid,REH,"Peripheral blood"," 87.4","Cancer cell line",TPM
2775,44,Lymphoid,RPMI-8226,"Peripheral blood"," 66.5","Cancer cell line",TPM
2776,44,Lymphoid,U-266/70,"Peripheral blood",129.1,"Cancer cell line",TPM
2777,44,Lymphoid,U-266/84,"Peripheral blood",125.1,"Cancer cell line",TPM
2778,44,Lymphoid,U-698,Tonsil," 46.4","Cancer cell line",TPM
2779,44,Lung,A549,Lung," 83.2","Cancer cell line",TPM
2780,44,Lung,HBEC3-KT,"Central lung bronchiole",141.9,"Telomerase immortalized cell line",TPM
2781,44,Lung,SCLC-21H,"Pleural effusion",100.8,"Cancer cell line",TPM
2782,44,Abdominal,CACO-2,Colon,149.7,"Cancer cell line",TPM
2783,44,Abdominal,CAPAN-2,Pancreas,431.1,"Cancer cell line",TPM
2784,44,Abdominal,"Hep G2",Liver,116.8,"Cancer cell line",TPM
2785,44,"Breast, female reproductive system",AN3-CA,"Lymph node ",239.0,"Cancer cell line",TPM
2786,44,"Breast, female reproductive system",EFO-21,Ascites,131.0,"Cancer cell line",TPM
2787,44,"Breast, female reproductive system",HeLa,Cervix,122.0,"Cancer cell line",TPM
2788,44,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 88.0","Telomerase immortalized cell line",TPM
2789,44,"Breast, female reproductive system",MCF7,"Pleural effusion"," 82.9","Cancer cell line",TPM
2790,44,"Breast, female reproductive system",SiHa,Cervix,194.1,"Cancer cell line",TPM
2791,44,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",201.0,"Cancer cell line",TPM
2792,44,"Breast, female reproductive system",T-47d,NA,243.6,"Cancer cell line",TPM
2793,44,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney",140.2,"Transformed cell line",TPM
2794,44,"Renal, urinary, male reproductive system",NTERA-2,," 71.2","Cancer cell line",TPM
2795,44,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 92.6","Cancer cell line",TPM
2796,44,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",130.7,"Telomerase immortalized cell line",TPM
2797,44,"Renal, urinary, male reproductive system",RT4,"Urinary bladder",159.9,"Cancer cell line",TPM
2798,44,Sarcoma,"ASC diff","Adipose tissue",353.3,Uncategorised,TPM
2799,44,Sarcoma,"ASC TERT1","Adipose tissue",134.9,"Telomerase immortalized cell line",TPM
2800,44,Sarcoma,LHCN-M2,NA,197.2,"Telomerase immortalized cell line",TPM
2801,44,Sarcoma,RH-30,"Bone marrow "," 78.8","Cancer cell line",TPM
2802,44,Sarcoma,"U-2 OS",Bone,219.5,"Cancer cell line",TPM
2803,44,Sarcoma,U-2197,Subcutis,240.5,"Cancer cell line",TPM
2804,44,Fibroblast,BJ,Foreskin,263.5,"Finite cell line",TPM
2805,44,Fibroblast,"BJ hTERT+",Foreskin,265.0,"Telomerase immortalized cell line",TPM
2806,44,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,176.9,Uncategorised,TPM
2807,44,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,245.8,Uncategorised,TPM
2808,44,Fibroblast,fHDF/TERT166,Foreskin,247.0,"Telomerase immortalized cell line",TPM
2809,44,Fibroblast,"HBF TERT88",Brain,124.7,"Telomerase immortalized cell line",TPM
2810,44,Endothelial,hTEC/SVTERT24-B,Thyroid,176.6,"Transformed cell line",TPM
2811,44,Endothelial,"HUVEC TERT2","Umbilical vein",193.9,"Telomerase immortalized cell line",TPM
2812,44,Endothelial,TIME,Skin,289.1,"Telomerase immortalized cell line",TPM
2813,44,Miscellaneous,BEWO,Brain,170.4,"Cancer cell line",TPM
2814,44,Miscellaneous,HHSteC,Liver,223.6,Uncategorised,TPM
2815,44,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",171.9,Uncategorised,TPM
2816,44,Miscellaneous,hTCEpi,Cornea,191.4,"Telomerase immortalized cell line",TPM
2817,45,Brain,AF22,Skin," 53.8",Uncategorised,TPM
2818,45,Brain,SH-SY5Y,"Bone marrow"," 30.4","Cancer cell line",TPM
2819,45,Brain,"U-138 MG",Brain,175.6,"Cancer cell line",TPM
2820,45,Brain,"U-251 MG",Brain,296.7,"Cancer cell line",TPM
2821,45,Brain,"U-87 MG",Brain,166.1,"Cancer cell line",TPM
2822,45,Skin,A-431,Skin," 67.7","Cancer cell line",TPM
2823,45,Skin,HaCaT,Skin,112.6,"Spontaneously immortalized cell line",TPM
2824,45,Skin,SK-MEL-30,Subcutis,219.8,"Cancer cell line",TPM
2825,45,Skin,WM-115,Skin,429.9,"Cancer cell line",TPM
2826,45,Myeloid,HAP1,Leukemia," 82.2","Cancer cell line",TPM
2827,45,Myeloid,HEL,"Peripheral blood"," 38.9","Cancer cell line",TPM
2828,45,Myeloid,HL-60,"Peripheral blood",151.8,"Cancer cell line",TPM
2829,45,Myeloid,HMC-1,"Peripheral blood",101.2,"Cancer cell line",TPM
2830,45,Myeloid,K-562,"Pleural effusion"," 45.3","Cancer cell line",TPM
2831,45,Myeloid,NB-4,"Bone marrow"," 61.7","Cancer cell line",TPM
2832,45,Myeloid,THP-1,"Peripheral blood",141.7,"Cancer cell line",TPM
2833,45,Myeloid,U-937,"Pleural effusion",177.9,"Cancer cell line",TPM
2834,45,Lymphoid,Daudi,"Orbital biopsy"," 39.0","Cancer cell line",TPM
2835,45,Lymphoid,HDLM-2,"Pleural effusion"," 57.7","Cancer cell line",TPM
2836,45,Lymphoid,Karpas-707,"Bone marrow and peripheral blood",136.0,"Cancer cell line",TPM
2837,45,Lymphoid,MOLT-4,"Peripheral blood"," 43.0","Cancer cell line",TPM
2838,45,Lymphoid,REH,"Peripheral blood"," 37.3","Cancer cell line",TPM
2839,45,Lymphoid,RPMI-8226,"Peripheral blood"," 68.0","Cancer cell line",TPM
2840,45,Lymphoid,U-266/70,"Peripheral blood"," 72.1","Cancer cell line",TPM
2841,45,Lymphoid,U-266/84,"Peripheral blood"," 67.7","Cancer cell line",TPM
2842,45,Lymphoid,U-698,Tonsil," 24.6","Cancer cell line",TPM
2843,45,Lung,A549,Lung," 67.8","Cancer cell line",TPM
2844,45,Lung,HBEC3-KT,"Central lung bronchiole"," 71.1","Telomerase immortalized cell line",TPM
2845,45,Lung,SCLC-21H,"Pleural effusion"," 21.7","Cancer cell line",TPM
2846,45,Abdominal,CACO-2,Colon," 51.8","Cancer cell line",TPM
2847,45,Abdominal,CAPAN-2,Pancreas,118.7,"Cancer cell line",TPM
2848,45,Abdominal,"Hep G2",Liver," 58.0","Cancer cell line",TPM
2849,45,"Breast, female reproductive system",AN3-CA,"Lymph node "," 65.0","Cancer cell line",TPM
2850,45,"Breast, female reproductive system",EFO-21,Ascites,106.4,"Cancer cell line",TPM
2851,45,"Breast, female reproductive system",HeLa,Cervix," 56.0","Cancer cell line",TPM
2852,45,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 84.1","Telomerase immortalized cell line",TPM
2853,45,"Breast, female reproductive system",MCF7,"Pleural effusion",109.3,"Cancer cell line",TPM
2854,45,"Breast, female reproductive system",SiHa,Cervix,149.2,"Cancer cell line",TPM
2855,45,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",105.7,"Cancer cell line",TPM
2856,45,"Breast, female reproductive system",T-47d,NA," 79.1","Cancer cell line",TPM
2857,45,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 51.7","Transformed cell line",TPM
2858,45,"Renal, urinary, male reproductive system",NTERA-2,," 42.3","Cancer cell line",TPM
2859,45,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 61.0","Cancer cell line",TPM
2860,45,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",138.7,"Telomerase immortalized cell line",TPM
2861,45,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 45.3","Cancer cell line",TPM
2862,45,Sarcoma,"ASC diff","Adipose tissue",477.1,Uncategorised,TPM
2863,45,Sarcoma,"ASC TERT1","Adipose tissue",165.1,"Telomerase immortalized cell line",TPM
2864,45,Sarcoma,LHCN-M2,NA,170.5,"Telomerase immortalized cell line",TPM
2865,45,Sarcoma,RH-30,"Bone marrow "," 89.0","Cancer cell line",TPM
2866,45,Sarcoma,"U-2 OS",Bone," 90.1","Cancer cell line",TPM
2867,45,Sarcoma,U-2197,Subcutis,215.8,"Cancer cell line",TPM
2868,45,Fibroblast,BJ,Foreskin,110.9,"Finite cell line",TPM
2869,45,Fibroblast,"BJ hTERT+",Foreskin,184.3,"Telomerase immortalized cell line",TPM
2870,45,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,116.1,Uncategorised,TPM
2871,45,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,225.4,Uncategorised,TPM
2872,45,Fibroblast,fHDF/TERT166,Foreskin,177.9,"Telomerase immortalized cell line",TPM
2873,45,Fibroblast,"HBF TERT88",Brain,195.3,"Telomerase immortalized cell line",TPM
2874,45,Endothelial,hTEC/SVTERT24-B,Thyroid,167.2,"Transformed cell line",TPM
2875,45,Endothelial,"HUVEC TERT2","Umbilical vein",144.1,"Telomerase immortalized cell line",TPM
2876,45,Endothelial,TIME,Skin,147.1,"Telomerase immortalized cell line",TPM
2877,45,Miscellaneous,BEWO,Brain,144.4,"Cancer cell line",TPM
2878,45,Miscellaneous,HHSteC,Liver,194.1,Uncategorised,TPM
2879,45,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",186.9,Uncategorised,TPM
2880,45,Miscellaneous,hTCEpi,Cornea,141.1,"Telomerase immortalized cell line",TPM
2881,46,Brain,AF22,Skin," 4.4",Uncategorised,TPM
2882,46,Brain,SH-SY5Y,"Bone marrow",27.2,"Cancer cell line",TPM
2883,46,Brain,"U-138 MG",Brain,34.5,"Cancer cell line",TPM
2884,46,Brain,"U-251 MG",Brain," 8.1","Cancer cell line",TPM
2885,46,Brain,"U-87 MG",Brain,22.6,"Cancer cell line",TPM
2886,46,Skin,A-431,Skin," 0.0","Cancer cell line",TPM
2887,46,Skin,HaCaT,Skin," 4.1","Spontaneously immortalized cell line",TPM
2888,46,Skin,SK-MEL-30,Subcutis," 0.0","Cancer cell line",TPM
2889,46,Skin,WM-115,Skin,14.5,"Cancer cell line",TPM
2890,46,Myeloid,HAP1,Leukemia," 0.1","Cancer cell line",TPM
2891,46,Myeloid,HEL,"Peripheral blood"," 0.1","Cancer cell line",TPM
2892,46,Myeloid,HL-60,"Peripheral blood"," 0.0","Cancer cell line",TPM
2893,46,Myeloid,HMC-1,"Peripheral blood"," 8.7","Cancer cell line",TPM
2894,46,Myeloid,K-562,"Pleural effusion"," 0.0","Cancer cell line",TPM
2895,46,Myeloid,NB-4,"Bone marrow"," 0.3","Cancer cell line",TPM
2896,46,Myeloid,THP-1,"Peripheral blood",12.9,"Cancer cell line",TPM
2897,46,Myeloid,U-937,"Pleural effusion"," 0.0","Cancer cell line",TPM
2898,46,Lymphoid,Daudi,"Orbital biopsy"," 0.0","Cancer cell line",TPM
2899,46,Lymphoid,HDLM-2,"Pleural effusion"," 4.9","Cancer cell line",TPM
2900,46,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 0.0","Cancer cell line",TPM
2901,46,Lymphoid,MOLT-4,"Peripheral blood"," 0.0","Cancer cell line",TPM
2902,46,Lymphoid,REH,"Peripheral blood"," 0.0","Cancer cell line",TPM
2903,46,Lymphoid,RPMI-8226,"Peripheral blood"," 0.0","Cancer cell line",TPM
2904,46,Lymphoid,U-266/70,"Peripheral blood"," 0.0","Cancer cell line",TPM
2905,46,Lymphoid,U-266/84,"Peripheral blood"," 3.5","Cancer cell line",TPM
2906,46,Lymphoid,U-698,Tonsil," 0.0","Cancer cell line",TPM
2907,46,Lung,A549,Lung," 3.5","Cancer cell line",TPM
2908,46,Lung,HBEC3-KT,"Central lung bronchiole"," 6.1","Telomerase immortalized cell line",TPM
2909,46,Lung,SCLC-21H,"Pleural effusion",52.4,"Cancer cell line",TPM
2910,46,Abdominal,CACO-2,Colon," 0.0","Cancer cell line",TPM
2911,46,Abdominal,CAPAN-2,Pancreas," 0.2","Cancer cell line",TPM
2912,46,Abdominal,"Hep G2",Liver," 0.0","Cancer cell line",TPM
2913,46,"Breast, female reproductive system",AN3-CA,"Lymph node "," 0.0","Cancer cell line",TPM
